,index,chromosome,gene,start bp,stop bp,+1 or -1 strand,fitness
3765,3411,chrX,YJL141C,147967,150390,-1,"[1.0137133269879544, 1.2786237250538226, 1.971257027137654, 0.8485322362077505, 0.9667841976905588, 0.7701092349517793, 1.6360216247266204, 1.210388289726734, 1.7553401922345417, 1.3177135758273408, 0.2829010508794287, 1.1843433085517896, 1.990864700496095, 0.6690044017789917, 0.2829010508794287, 0.5265051429156039, 1.3528875485901217, 0.8485322362077505]"
3764,3412,chrX,YJL142C,147819,148211,-1,"[0.2829010508794287, 0.6690044017789917, 1.7333676368763677, 1.9595410617283124, 0.9126084938151668]"
3763,3413,chrX,YJL143W,147101,147577,1,[]
3762,3414,chrX,YJL144W,146359,146673,1,"[0.2829010508794287, 0.2829010508794287]"
3761,3415,chrX,YJL145W,145160,146044,1,"[0.5265051429156039, 1.9151555846603154, 1.551945208018266, 0.6690044017789917, 1.596491640626297, 0.2829010508794287, 1.4539923817629092, 1.5613176678635161, 1.6647270759533856, 1.6782459124687328, 1.210388289726734, 1.9117599407033035, 2.157065955753208, 1.478239679143489, 1.2786237250538226, 1.0137133269879544, 1.500921511060305, 2.034371734444789, 0.6690044017789917, 1.5324153830188807, 2.0553947301685147]"
3760,3416,chrX,YJL146W,143292,144701,1,"[0.8485322362077505, 1.78592002878708, 0.2829010508794287, 1.67155149262414, 1.0137133269879544, 1.4412111035781174, 1.2573174190241294, 0.9667841976905588, 1.2346355871073136, 1.466325100326476, 0.2829010508794287, 1.210388289726734, 1.2786237250538226, 1.6782459124687328, 1.7658319091261732, 1.8942714365378641, 0.2829010508794287, 1.29871184471473, 0.2829010508794287, 0.8485322362077505, 1.4141634215360728, 1.2786237250538226, 0.2829010508794287, 1.4279474005879649, 0.2829010508794287, 1.6360216247266204]"
3759,3417,chrX,YJL147C,141419,142567,-1,"[0.2829010508794287, 0.9667841976905588, 0.2829010508794287, 0.9667841976905588, 1.210388289726734, 1.4279474005879649, 0.6690044017789917, 0.7701092349517793]"
3784,3418,chrX,YJL148W,140437,141138,1,"[0.2829010508794287, 1.7760194750550562, 1.0137133269879544, 1.2573174190241294, 1.0921363282439258, 2.168754087129706]"
3785,3419,chrX,YJL149W,137379,139370,1,"[0.2829010508794287, 2.221990094147074, 0.7701092349517793, 1.466325100326476, 1.210388289726734, 1.466325100326476, 1.2346355871073136, 0.2829010508794287, 0.8485322362077505, 1.29871184471473, 1.6207389380068766, 1.1256327492988034, 1.4897635448401925]"
3786,3420,chrX,YJL150W,137123,137425,1,"[2.144975697644598, 2.0857855662241502, 2.041520043562752, 1.8758668957397557, 0.5265051429156039, 1.596491640626297, 0.7701092349517793, 1.3177135758273408, 0.8485322362077505, 0.2829010508794287, 1.0137133269879544]"
3787,3421,chrX,YJL151C,136372,136773,-1,"[2.422874046300815, 0.7701092349517793, 2.0145666968898204, 0.2829010508794287, 1.8524284512260387, 1.8604162135983036, 2.2358283548293962, 2.313436250001735, 0.2829010508794287, 0.5265051429156039]"
3813,3422,chrX,YJL152W,136174,136533,1,"[1.210388289726734, 1.3177135758273408, 2.206110963901128, 1.6782459124687328, 1.500921511060305, 0.6690044017789917, 2.1360778447796744, 1.8358867432475112, 0.5265051429156039, 0.6690044017789917, 1.7218437711796641, 1.1562125858513421, 1.335740420280101, 1.7907676424086143, 1.4897635448401925, 1.5880226425010073, 1.0137133269879544, 2.004229292367527, 0.8485322362077505]"
3812,3423,chrX,YJL153C,134332,135933,-1,"[0.7701092349517793, 1.2573174190241294, 1.0551077526785546, 1.628463345990257, 1.7099291923626512, 1.1843433085517896, 1.1843433085517896, 1.5423159367509052, 0.6690044017789917, 1.5880226425010073, 0.6690044017789917, 0.8485322362077505, 1.4412111035781174, 1.9595410617283124, 1.8720674380264324]"
3811,3424,chrX,YJL154C,131101,133935,-1,"[1.4141634215360728, 0.2829010508794287, 1.0137133269879544, 1.29871184471473, 0.7701092349517793, 2.0246087062146256, 0.5265051429156039, 1.0551077526785546, 0.5265051429156039, 0.2829010508794287]"
3810,3425,chrX,YJL155C,129285,130643,-1,"[0.2829010508794287, 0.5265051429156039, 0.8485322362077505, 0.2829010508794287, 1.1843433085517896, 1.5613176678635161, 0.2829010508794287, 0.5265051429156039, 0.6690044017789917, 1.2346355871073136, 0.9667841976905588, 1.0921363282439258, 0.9667841976905588, 0.2829010508794287]"
3809,3426,chrX,YJL156C,126853,128952,-1,"[0.2829010508794287, 0.5265051429156039]"
3808,3427,chrX,YJL157C,123836,126328,-1,"[1.7445256030964802, 1.0137133269879544, 1.1256327492988034, 1.0921363282439258, 1.7553401922345417, 1.5613176678635161, 0.5265051429156039, 0.2829010508794287, 1.3528875485901217, 1.29871184471473, 0.2829010508794287, 1.1562125858513421, 1.9962716750753093, 2.0270750069711645, 0.5265051429156039, 1.7709626048536449, 1.9048686137200155, 1.596491640626297, 1.1843433085517896, 0.5265051429156039, 1.384859253954082, 1.6647270759533856]"
3807,3428,chrX,YJL158C,122265,122948,-1,"[0.6690044017789917, 0.8485322362077505, 1.8273144544776805, 1.335740420280101, 1.0137133269879544, 0.7701092349517793, 1.6647270759533856, 1.2573174190241294]"
3806,3429,chrX,YJL159W,120449,121690,1,"[0.5265051429156039, 0.2829010508794287, 1.6047613495965325, 0.5265051429156039, 1.1256327492988034, 1.1843433085517896, 0.9126084938151668]"
3805,3430,chrX,YJL160C,117962,118825,-1,"[0.9126084938151668, 0.9126084938151668, 1.384859253954082, 0.6690044017789917, 1.5613176678635161, 1.2346355871073136, 1.8906668263183164, 0.2829010508794287, 1.5880226425010073, 1.3998166778875174, 0.2829010508794287, 1.0551077526785546]"
3804,3431,chrX,YJL161W,117245,117787,1,"[1.8682264553629198, 0.7701092349517793, 0.6690044017789917, 1.8758668957397557, 0.5265051429156039, 0.2829010508794287, 1.6506673445016888, 0.5265051429156039, 0.7701092349517793, 1.1843433085517896, 0.7701092349517793]"
3803,3432,chrX,YJL162C,113878,115629,-1,"[1.6047613495965325, 2.0196235670912315, 0.8485322362077505, 1.3528875485901217, 1.0551077526785546, 1.6848151956142927, 1.1256327492988034, 0.2829010508794287, 1.6912639346271254, 0.9126084938151668, 0.7701092349517793, 1.968364447718178, 2.5080846808881887, 1.335740420280101, 0.6690044017789917]"
3802,3433,chrX,YJL163C,111666,113333,-1,"[1.7553401922345417, 0.9126084938151668, 1.4897635448401925, 1.1843433085517896, 1.8870248619598677, 0.9126084938151668, 1.1843433085517896, 0.6690044017789917, 0.2829010508794287, 1.6912639346271254, 0.2829010508794287, 1.1843433085517896, 0.8485322362077505, 0.2829010508794287, 1.998944284270717, 1.7606252003313516, 1.8095158961099336, 0.7701092349517793, 1.210388289726734, 1.7658319091261732, 0.5265051429156039, 1.551945208018266, 1.1562125858513421, 1.7955493000544414, 1.6647270759533856, 0.2829010508794287, 0.6690044017789917, 0.6690044017789917]"
3814,3434,chrX,YJL164C,109966,111159,-1,"[0.6690044017789917, 1.0551077526785546, 1.0921363282439258, 0.2829010508794287, 0.8485322362077505, 0.7701092349517793, 0.7701092349517793, 0.9126084938151668, 1.500921511060305, 0.8485322362077505, 1.3692368413349787, 0.5265051429156039, 1.4412111035781174, 1.4279474005879649, 1.6128409333711538]"
3801,3435,chrX,YJL165C,106894,109461,-1,"[0.8485322362077505, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.1256327492988034, 1.4412111035781174, 0.9126084938151668, 1.2346355871073136, 1.628463345990257, 0.5265051429156039, 0.9126084938151668, 0.5265051429156039, 0.5265051429156039, 0.2829010508794287, 0.5265051429156039, 0.8485322362077505, 0.9126084938151668, 1.551945208018266, 1.29871184471473, 1.3692368413349787, 0.6690044017789917]"
3799,3436,chrX,YJL166W,106434,106718,1,"[0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.6848151956142927]"
3798,3437,chrX,YJL167W,105014,106072,1,[0.2829010508794287]
3797,3438,chrX,YJL168C,102227,104428,-1,"[0.7701092349517793, 1.4539923817629092, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287, 0.8485322362077505, 0.6690044017789917, 0.2829010508794287, 1.4539923817629092, 1.3528875485901217, 0.9126084938151668, 2.2303582612817077, 1.335740420280101, 0.9126084938151668, 1.6434207699236927]"
3796,3439,chrX,YJL169W,102099,102467,1,"[2.0816016309111793, 1.7499744938801116, 0.8485322362077505]"
3795,3440,chrX,YJL170C,101150,101779,-1,"[1.5324153830188807, 0.7701092349517793, 1.5613176678635161, 1.384859253954082, 1.3528875485901217, 0.5265051429156039, 0.7701092349517793, 0.2829010508794287, 0.9667841976905588, 1.500921511060305, 0.2829010508794287, 0.7701092349517793]"
3794,3441,chrX,YJL171C,99704,100894,-1,"[1.4141634215360728, 2.1971373764350015, 1.9412005658352596, 1.8483654416327076, 1.4897635448401925]"
3793,3442,chrX,YJL172W,97737,99467,1,"[0.2829010508794287, 1.1256327492988034, 1.9251499950935305, 1.2786237250538226, 1.4141634215360728, 0.2829010508794287, 0.7701092349517793, 1.6912639346271254, 1.7760194750550562]"
3792,3443,chrX,YJL173C,96161,96529,-1,[]
3791,3444,chrX,YJL174W,95092,95922,1,[0.9667841976905588]
3790,3445,chrX,YJL175W,94049,94561,1,"[0.8485322362077505, 1.4897635448401925]"
3789,3446,chrX,YJL176C,92053,94530,-1,"[0.5265051429156039, 1.6848151956142927, 1.500921511060305, 1.1256327492988034, 0.2829010508794287, 0.9126084938151668]"
3788,3447,chrX,YJL177W,90786,91657,1,"[0.7701092349517793, 0.9126084938151668, 0.9126084938151668, 1.6360216247266204, 0.2829010508794287]"
3758,3448,chrX,YJL178C,89282,90097,-1,"[0.5265051429156039, 0.2829010508794287, 1.551945208018266, 0.8485322362077505, 1.6128409333711538, 1.551945208018266, 1.1562125858513421, 1.901371605608423, 1.947421018763079, 1.6434207699236927, 1.2786237250538226]"
3757,3449,chrX,YJL179W,88787,89116,1,"[2.083699824698648, 1.738990899489685, 1.6207389380068766, 1.0921363282439258]"
3756,3450,chrX,YJL180C,87583,88560,-1,"[0.8485322362077505, 0.5265051429156039, 1.2786237250538226]"
3727,3451,chrX,YJL181W,85660,87495,1,"[0.2829010508794287, 0.7701092349517793, 0.7701092349517793, 1.0137133269879544, 1.0551077526785546, 0.7701092349517793, 0.2829010508794287, 0.6690044017789917, 0.9126084938151668, 0.7701092349517793, 1.0551077526785546, 0.2829010508794287, 0.2829010508794287, 0.5265051429156039, 0.6690044017789917, 0.2829010508794287, 0.6690044017789917, 1.0137133269879544, 1.3692368413349787, 1.384859253954082, 0.2829010508794287, 0.7701092349517793]"
3725,3452,chrX,YJL182C,85435,85752,-1,"[0.2829010508794287, 1.0551077526785546, 1.0921363282439258, 0.2829010508794287, 0.5265051429156039, 0.9667841976905588, 1.9316584480501855, 0.2829010508794287, 0.9126084938151668, 1.5880226425010073, 0.2829010508794287, 0.8485322362077505]"
3724,3453,chrX,YJL183W,84068,85336,1,"[1.551945208018266, 2.0687424007652124, 1.6360216247266204, 1.7276529351014789]"
3723,3454,chrX,YJL184W,83448,83819,1,[]
3722,3455,chrX,YJL185C,82095,82976,-1,"[0.9667841976905588, 1.0137133269879544, 1.0921363282439258, 0.5265051429156039, 0.5265051429156039, 0.9126084938151668, 1.8049217598996912, 1.0137133269879544, 0.9667841976905588, 1.7445256030964802, 1.5222278170899979, 0.2829010508794287, 0.8485322362077505, 1.8564450254073293, 0.7701092349517793, 0.7701092349517793, 1.6506673445016888, 0.6690044017789917]"
3721,3456,chrX,YJL186W,80155,81915,1,"[1.2786237250538226, 0.6690044017789917, 1.6782459124687328, 1.6912639346271254, 0.6690044017789917, 0.8485322362077505, 0.5265051429156039, 1.384859253954082, 1.7038169267269039, 0.8485322362077505, 2.0120107116926693, 0.6690044017789917, 1.1256327492988034, 0.2829010508794287, 0.2829010508794287]"
3720,3457,chrX,YJL187C,76803,79262,-1,"[0.2829010508794287, 0.8485322362077505, 1.2346355871073136, 0.9126084938151668, 2.233103950368318, 1.0137133269879544, 1.6360216247266204, 1.8796257167627959, 0.9667841976905588, 1.210388289726734, 1.4539923817629092, 0.2829010508794287, 0.5265051429156039, 1.0921363282439258, 1.4141634215360728, 1.5793445123162764, 0.8485322362077505, 0.9667841976905588, 1.8906668263183164, 1.3177135758273408, 1.7038169267269039]"
3719,3458,chrX,YJL188C,76202,76510,-1,[]
3718,3459,chrX,YJL189W,75933,76474,1,[0.2829010508794287]
3717,3460,chrX,YJL190C,74910,75302,-1,"[1.2786237250538226, 0.5265051429156039, 0.9126084938151668]"
3716,3461,chrX,YJL191W,73787,74611,1,"[1.335740420280101, 1.384859253954082, 1.478239679143489, 1.4279474005879649, 1.1843433085517896, 2.08785900241832, 1.4897635448401925, 0.6690044017789917, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287, 0.2829010508794287, 1.4279474005879649, 1.29871184471473, 0.8485322362077505]"
3715,3462,chrX,YJL192C,72710,73414,-1,"[1.1562125858513421, 1.8758668957397557, 0.5265051429156039, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.8485322362077505, 1.5880226425010073, 2.198648976251404, 0.9667841976905588, 1.8758668957397557, 1.4141634215360728, 1.0137133269879544, 1.3692368413349787]"
3714,3463,chrX,YJL193W,71366,72574,1,"[1.551945208018266, 1.0137133269879544, 0.2829010508794287, 1.0551077526785546, 0.2829010508794287, 1.0551077526785546, 0.8485322362077505, 1.0921363282439258, 0.7701092349517793, 0.7701092349517793, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.1843433085517896]"
3713,3464,chrX,YJL194W,69338,70879,1,[]
3712,3465,chrX,YJL195C,69241,69942,-1,[]
3711,3466,chrX,YJL196C,67850,68782,-1,"[1.210388289726734, 0.8485322362077505, 1.9962716750753093, 1.1562125858513421, 0.2829010508794287, 1.596491640626297, 0.5265051429156039]"
3710,3467,chrX,YJL197W,63805,67569,1,"[1.6506673445016888, 1.7907676424086143, 0.5265051429156039, 2.0270750069711645, 2.358319304731782, 1.210388289726734, 0.2829010508794287, 0.5265051429156039, 0.9667841976905588, 1.738990899489685, 0.9667841976905588, 0.5265051429156039]"
3709,3468,chrX,YJL198W,60844,63489,1,"[1.596491640626297, 0.9126084938151668, 1.1843433085517896, 1.0137133269879544, 0.9126084938151668, 0.8485322362077505, 0.9126084938151668, 0.8485322362077505, 1.0921363282439258, 1.8273144544776805, 1.2573174190241294, 1.0137133269879544, 0.2829010508794287, 1.0551077526785546, 1.4141634215360728, 1.657767513572248, 0.5265051429156039, 2.1175763933465883, 0.9667841976905588, 2.062131928470408, 1.2346355871073136, 1.0551077526785546, 0.2829010508794287, 1.9251499950935305, 0.2829010508794287, 0.2829010508794287, 1.5324153830188807, 0.5265051429156039, 0.5265051429156039, 1.6506673445016888, 1.3528875485901217, 0.8485322362077505, 1.1256327492988034, 0.7701092349517793, 1.0137133269879544]"
3708,3469,chrX,YJL199C,59856,60182,-1,"[1.0551077526785546, 1.5222278170899979, 0.5265051429156039, 0.5265051429156039]"
3707,3470,chrX,YJL200C,56444,58813,-1,"[1.9380485589178293, 1.596491640626297, 0.6690044017789917, 1.2786237250538226, 1.0551077526785546, 1.4279474005879649, 0.8485322362077505, 0.2829010508794287, 1.0551077526785546, 0.5265051429156039, 1.29871184471473, 0.2829010508794287, 0.9126084938151668, 2.4482352793699715, 1.4279474005879649, 1.29871184471473, 0.6690044017789917, 2.0752308265733577, 0.5265051429156039, 1.9117599407033035, 1.2786237250538226, 1.1256327492988034, 1.5880226425010073, 0.7701092349517793, 0.2829010508794287, 1.6128409333711538, 0.8485322362077505, 1.210388289726734, 1.4279474005879649, 0.2829010508794287, 0.9126084938151668, 1.7276529351014789, 2.132454653766788, 1.2346355871073136, 0.2829010508794287]"
3706,3471,chrX,YJL201W,54379,56178,1,"[0.5265051429156039, 1.5423159367509052, 1.3177135758273408, 0.7701092349517793, 1.4412111035781174, 0.6690044017789917, 0.9667841976905588, 1.8643430300430517, 1.1256327492988034, 1.7760194750550562, 1.3998166778875174, 0.2829010508794287, 0.2829010508794287, 1.8906668263183164, 1.7658319091261732, 0.6690044017789917, 0.2829010508794287, 1.4279474005879649, 1.335740420280101, 1.1843433085517896, 1.628463345990257]"
3705,3472,chrX,YJL202C,53943,54290,-1,"[0.2829010508794287, 0.9126084938151668, 2.119470987775931, 1.3177135758273408, 0.8485322362077505, 1.9151555846603154]"
3704,3473,chrX,YJL203W,53341,54183,1,"[1.335740420280101, 0.9126084938151668, 1.335740420280101]"
3703,3474,chrX,YJL204C,50629,53151,-1,"[0.2829010508794287, 1.2786237250538226, 0.9126084938151668, 0.2829010508794287, 0.2829010508794287, 1.1562125858513421]"
3702,3475,chrX,YJL206C,47659,49935,-1,"[1.988129695132655, 0.2829010508794287, 0.2829010508794287, 1.0921363282439258, 0.7701092349517793, 1.6912639346271254, 1.9565500103509155, 0.5265051429156039, 1.29871184471473, 1.5117361001983665, 0.8485322362077505, 1.1843433085517896, 0.9667841976905588, 0.7701092349517793, 0.5265051429156039, 0.2829010508794287, 0.2829010508794287, 1.7499744938801116, 0.6690044017789917]"
3701,3476,chrX,YJL205C,50139,50443,-1,"[0.6690044017789917, 0.2829010508794287, 1.478239679143489, 1.3692368413349787, 1.500921511060305, 1.78592002878708]"
3726,3477,chrX,YJL207C,41389,47433,-1,"[1.335740420280101, 1.657767513572248, 1.6360216247266204, 1.2786237250538226, 1.971257027137654, 0.2829010508794287, 1.4412111035781174, 1.6434207699236927, 2.0816016309111793, 1.0137133269879544, 1.335740420280101, 1.5704466594513526, 1.8906668263183164, 1.7099291923626512, 1.478239679143489, 0.9126084938151668, 1.7606252003313516, 1.500921511060305, 2.0794908352836865, 0.8485322362077505, 1.8483654416327076, 0.6690044017789917, 1.1843433085517896, 1.9825949915258596, 2.1020403205917004, 2.144975697644598, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.0137133269879544, 1.335740420280101, 1.1843433085517896, 0.8485322362077505, 1.9083311679895607, 0.2829010508794287, 0.2829010508794287, 1.7159369696921372, 0.5265051429156039, 1.5324153830188807]"
3728,3478,chrX,YJL208C,40194,41183,-1,"[0.7701092349517793, 1.1843433085517896, 1.1562125858513421, 0.2829010508794287, 0.5265051429156039, 1.335740420280101, 2.0485258519358664]"
3755,3479,chrX,YJL209W,38005,39969,1,"[0.5265051429156039, 2.1396640638107765, 1.8400957326624723, 1.6360216247266204, 1.7333676368763677, 1.6506673445016888, 0.6690044017789917, 1.0137133269879544]"
3729,3480,chrX,YJL210W,36919,37734,1,"[1.0551077526785546, 1.657767513572248, 0.6690044017789917, 1.3528875485901217, 1.4539923817629092, 1.7907676424086143, 1.1843433085517896, 0.2829010508794287, 0.5265051429156039, 0.2829010508794287, 1.1562125858513421, 1.3692368413349787, 0.6690044017789917, 0.8485322362077505, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287, 1.3528875485901217, 0.6690044017789917, 1.0137133269879544, 0.2829010508794287, 0.2829010508794287, 1.7760194750550562, 1.657767513572248, 0.2829010508794287, 1.7445256030964802, 0.9667841976905588, 0.7701092349517793, 0.8485322362077505, 1.3177135758273408, 1.1256327492988034, 1.2573174190241294]"
